"t","x","p","s","c","i","z"
"2021-03-17T17:53:54.38Z","D",90.44,2,"["" "",""I""]",71688243458132,"B"
"2021-03-17T17:53:56.862Z","D",90.44,1,"["" "",""I""]",71688243464247,"B"
"2021-03-17T17:53:56.955Z","D",90.4699,2,"["" "",""I""]",79372343466072,"B"
"2021-03-17T17:54:02.012Z","D",90.4668,1,"["" "",""I""]",71688243529798,"B"
"2021-03-17T17:54:04.765Z","D",90.445,1,"["" "",""I""]",71688243589449,"B"
"2021-03-17T17:54:05.014408704Z","P",90.47,142,"["" "",""F""]",52983527454785,"B"
"2021-03-17T17:54:05.014456064Z","P",90.47,150,"["" "",""F""]",52983527454786,"B"
"2021-03-17T17:54:05.014467328Z","P",90.47,52,"["" "",""F"",""I""]",52983527454787,"B"
"2021-03-17T17:54:05.014468352Z","P",90.47,104,"["" "",""F""]",52983527454788,"B"
"2021-03-17T17:54:05.014507776Z","P",90.47,52,"["" "",""I""]",52983527454789,"B"
"2021-03-17T17:54:05.015611392Z","P",90.49,71,"["" "",""F"",""I""]",52983527454790,"B"
"2021-03-17T17:54:05.0156928Z","P",90.49,29,"["" "",""F"",""I""]",52983527454791,"B"
"2021-03-17T17:54:10.619602204Z","T",90.48,74,"["" "",""I""]",62879734910299,"B"
"2021-03-17T17:54:11.57Z","D",90.479,11,"["" "",""I""]",79372343527513,"B"
"2021-03-17T17:54:28.965Z","D",90.486,1,"["" "",""I""]",71688243859015,"B"
"2021-03-17T17:54:29.885Z","D",90.4477,50,"["" "",""I""]",71688243860560,"B"
"2021-03-17T17:54:33.726884864Z","P",90.44,1,"["" "",""I""]",52983527455027,"B"
"2021-03-17T17:54:33.836Z","D",90.44,1,"["" "",""4"",""I""]",71688243923540,"B"
"2021-03-17T17:54:36.452Z","D",90.48,5,"["" "",""I""]",79372343591474,"B"
"2021-03-17T17:54:38.723105268Z","V",90.47,100,"["" ""]",55277592068686,"B"
"2021-03-17T17:54:46.508Z","D",90.465,1,"["" "",""I""]",71688244056920,"B"
"2021-03-17T17:54:46.642454016Z","N",90.43,11,"["" "",""I""]",52983525427282,"B"
"2021-03-17T17:54:46.988566272Z","N",90.43,71,"["" "",""F"",""I""]",52983525427283,"B"
"2021-03-17T17:54:46.988653312Z","N",90.43,118,"["" ""]",52983525427284,"B"
"2021-03-17T17:54:47.15546496Z","P",90.4,1,"["" "",""F"",""I""]",52983527455053,"B"
"2021-03-17T17:54:47.15546496Z","P",90.4,3,"["" "",""F"",""I""]",52983527455055,"B"
"2021-03-17T17:54:47.15546496Z","P",90.4,3,"["" "",""F"",""I""]",52983527455054,"B"
"2021-03-17T17:54:47.155523584Z","P",90.37,15,"["" "",""F"",""I""]",52983527455056,"B"
"2021-03-17T17:54:47.155579136Z","P",90.36,75,"["" "",""F"",""I""]",52983527455057,"B"
"2021-03-17T17:54:47.155640832Z","P",90.36,25,"["" "",""F"",""I""]",52983527455058,"B"
"2021-03-17T17:54:47.155640832Z","P",90.36,28,"["" "",""F"",""I""]",52983527455059,"B"
"2021-03-17T17:54:47.155666Z","J",90.4,2,"["" "",""I""]",52983525162571,"B"
"2021-03-17T17:54:47.155709Z","K",90.4,5,"["" "",""F"",""I""]",52983525629533,"B"
"2021-03-17T17:54:47.155741534Z","T",90.39,1,"["" "",""F"",""I""]",62879735175772,"B"
"2021-03-17T17:54:47.156322304Z","P",90.36,22,"["" "",""F"",""I""]",52983527455060,"B"
"2021-03-17T17:54:47.158Z","D",90.36,1,"["" "",""I""]",71688244114245,"B"
"2021-03-17T17:54:47.158245376Z","P",90.35,1,"["" "",""F"",""I""]",52983527455062,"B"
"2021-03-17T17:54:47.158245376Z","P",90.35,1,"["" "",""F"",""I""]",52983527455061,"B"
"2021-03-17T17:54:47.158245376Z","P",90.35,9,"["" "",""F"",""I""]",52983527457072,"B"
"2021-03-17T17:54:47.158441Z","K",90.37,1,"["" "",""F"",""I""]",52983525629534,"B"
"2021-03-17T17:54:47.17373824Z","P",90.38,50,"["" "",""I""]",52983527457073,"B"
"2021-03-17T17:54:50.64Z","D",90.385,3,"["" "",""I""]",71688244123474,"B"
"2021-03-17T17:54:56.382494Z","K",90.42,71,"["" "",""F"",""I""]",52983525629554,"B"
"2021-03-17T17:54:56.382601Z","K",90.42,29,"["" "",""I""]",52983525629555,"B"
"2021-03-17T17:54:57.059Z","D",90.425,1,"["" "",""I""]",71688244244792,"B"
"2021-03-17T17:54:57.116Z","D",90.47,1,"["" "",""I""]",71688244246339,"B"
"2021-03-17T17:54:58.834Z","D",90.4699,5,"["" "",""I""]",71688244250181,"B"
"2021-03-17T17:55:00.25326464Z","P",90.44,50,"["" "",""I""]",52983527457346,"B"
"2021-03-17T17:55:00.25326464Z","P",90.44,50,"["" "",""I""]",52983527457336,"B"
"2021-03-17T17:55:00.25326464Z","P",90.44,50,"["" "",""I""]",52983527457335,"B"
"2021-03-17T17:55:00.25326464Z","P",90.44,50,"["" "",""I""]",52983527457337,"B"
"2021-03-17T17:55:00.25326464Z","P",90.44,50,"["" "",""I""]",52983527457345,"B"
"2021-03-17T17:55:00.25326464Z","P",90.44,50,"["" "",""I""]",52983527457347,"B"
"2021-03-17T17:55:00.253331456Z","P",90.45,19,"["" "",""F"",""I""]",52983527457348,"B"
"2021-03-17T17:55:00.253336064Z","P",90.45,104,"["" "",""F""]",52983527457349,"B"
"2021-03-17T17:55:00.25334144Z","P",90.45,50,"["" "",""I""]",52983527457350,"B"
"2021-03-17T17:55:00.253365504Z","P",90.45,127,"["" "",""F""]",52983527457351,"B"
"2021-03-17T17:55:00.253734053Z","T",90.45,100,"["" ""]",62879735296818,"B"
"2021-03-17T17:55:08.097Z","D",90.4443,20,"["" "",""I""]",71688244384581,"B"
"2021-03-17T17:55:09.761Z","D",90.39,10,"["" "",""I""]",71688244443220,"B"
"2021-03-17T17:55:15.912Z","D",90.4552,2,"["" "",""I""]",71688244511819,"B"
"2021-03-17T17:55:16.654Z","D",90.43,1,"["" "",""I""]",79372343661622,"B"
"2021-03-17T17:55:16.71Z","D",90.43,1,"["" "",""4"",""I""]",71688244513094,"B"
"2021-03-17T17:55:18.044Z","D",90.43,22,"["" "",""I""]",71688244514650,"B"
"2021-03-17T17:55:18.095Z","D",90.47,1,"["" "",""I""]",71688244515409,"B"
"2021-03-17T17:55:24.233Z","D",90.469,7,"["" "",""I""]",79372343718481,"B"
"2021-03-17T17:55:24.265Z","D",90.469,1,"["" "",""I""]",79372343718484,"B"
"2021-03-17T17:55:28.594372096Z","P",90.5,52,"["" "",""F"",""I""]",52983527457848,"B"
"2021-03-17T17:55:28.594390272Z","P",90.5,48,"["" "",""F"",""I""]",52983527457849,"B"
"2021-03-17T17:55:28.594432Z","P",90.51,4,"["" "",""F"",""I""]",52983527457857,"B"
"2021-03-17T17:55:28.594477312Z","P",90.51,52,"["" "",""F"",""I""]",52983527457858,"B"
"2021-03-17T17:55:28.594746984Z","T",90.52,60,"["" "",""F"",""I""]",62879735559992,"B"
"2021-03-17T17:55:29.533Z","D",90.5,55,"["" "",""I""]",71688258662479,"B"
"2021-03-17T17:55:34.430809344Z","P",90.47,50,"["" "",""I""]",52983527457866,"B"
"2021-03-17T17:55:34.430838784Z","P",90.47,50,"["" "",""I""]",52983527457867,"B"
"2021-03-17T17:55:34.43129216Z","P",90.46,50,"["" "",""I""]",52983527457868,"B"
"2021-03-17T17:55:41.137Z","D",90.5099,1,"["" "",""I""]",71688258738258,"B"
"2021-03-17T17:55:42.655Z","D",90.465,9,"["" "",""I""]",79372343726664,"B"
"2021-03-17T17:55:47.315Z","D",90.5099,2,"["" "",""I""]",79372343728176,"B"
"2021-03-17T17:55:49.569Z","D",90.4852,1,"["" "",""I""]",71688258860365,"B"
"2021-03-17T17:55:49.62Z","D",90.4852,1,"["" "",""I""]",71688258863672,"B"
"2021-03-17T17:55:49.875Z","D",90.4999,30,"["" "",""I""]",79372343728729,"B"
"2021-03-17T17:55:52.895Z","D",90.4999,2,"["" "",""I""]",79372357743410,"B"
"2021-03-17T17:55:54.119Z","D",90.46,19,"["" "",""I""]",71688258868811,"B"
"2021-03-17T17:56:03.389Z","D",90.4899,9,"["" "",""I""]",71688258996811,"B"
"2021-03-17T17:56:03.785Z","D",90.4923,200,"["" ""]",79372357748554,"B"
"2021-03-17T17:56:04.843Z","D",90.46,1000,"["" ""]",79372357748814,"B"
"2021-03-17T17:56:08.658Z","D",90.46,1,"["" "",""I""]",71688259061317,"B"
"2021-03-17T17:56:08.795Z","D",90.46,1,"["" "",""I""]",71688259061557,"B"
"2021-03-17T17:56:08.865Z","D",90.46,1,"["" "",""I""]",71688259063116,"B"
"2021-03-17T17:56:13.12Z","D",90.4743,85,"["" "",""I""]",71688259125828,"B"
"2021-03-17T17:56:14.675458304Z","P",90.43,5,"["" "",""I""]",52983527458120,"B"
"2021-03-17T17:56:21.131076096Z","N",90.45,100,"["" "",""F""]",52983525427792,"B"
"2021-03-17T17:56:29.794313511Z","V",90.46,167,"["" ""]",55281569916244,"B"
"2021-03-17T17:56:29.794313511Z","V",90.46,72,"["" "",""I""]",55281569916229,"B"
"2021-03-17T17:56:29.807976342Z","X",90.42,100,"["" "",""F""]",62879148814671,"B"
"2021-03-17T17:56:29.808022859Z","B",90.43,59,"["" "",""F"",""I""]",62879150005560,"B"
"2021-03-17T17:56:29.808022859Z","B",90.44,41,"["" "",""F"",""I""]",62879150005559,"B"
"2021-03-17T17:56:29.808032768Z","N",90.44,100,"["" "",""F""]",52983525427794,"B"
"2021-03-17T17:56:29.808032768Z","N",90.43,100,"["" "",""F""]",52983525427795,"B"
"2021-03-17T17:56:29.808073Z","J",90.45,40,"["" "",""F"",""I""]",52983525162826,"B"
"2021-03-17T17:56:29.808073Z","J",90.43,25,"["" "",""F"",""I""]",52983525162829,"B"
"2021-03-17T17:56:29.808073Z","J",90.43,20,"["" "",""F"",""I""]",52983525162828,"B"
"2021-03-17T17:56:29.808073Z","Y",90.43,75,"["" "",""F"",""I""]",52983525171553,"B"
"2021-03-17T17:56:29.808073Z","Y",90.43,25,"["" "",""F"",""I""]",52983525171554,"B"
"2021-03-17T17:56:29.808073Z","J",90.44,15,"["" "",""F"",""I""]",52983525162827,"B"
"2021-03-17T17:56:29.80809344Z","P",90.43,100,"["" "",""F""]",52983527458133,"B"
"2021-03-17T17:56:29.80809344Z","P",90.42,61,"["" "",""F"",""I""]",52983527458134,"B"
"2021-03-17T17:56:29.80809344Z","P",90.44,50,"["" "",""F"",""I""]",52983527458131,"B"
"2021-03-17T17:56:29.80809344Z","P",90.45,50,"["" "",""F"",""I""]",52983527458130,"B"
"2021-03-17T17:56:29.80809344Z","P",90.45,50,"["" "",""F"",""I""]",52983527458129,"B"
"2021-03-17T17:56:29.80809344Z","P",90.43,50,"["" "",""F"",""I""]",52983527458132,"B"
"2021-03-17T17:56:29.808096023Z","T",90.43,100,"["" "",""F""]",62879735890787,"B"
"2021-03-17T17:56:29.808096023Z","T",90.42,100,"["" "",""F""]",62879735890788,"B"
"2021-03-17T17:56:29.808096023Z","T",90.43,41,"["" "",""F"",""I""]",62879735890786,"B"
"2021-03-17T17:56:29.808096023Z","T",90.41,359,"["" "",""F""]",62879735890789,"B"
"2021-03-17T17:56:29.808134Z","Z",90.43,75,"["" "",""F"",""I""]",52983525556540,"B"
"2021-03-17T17:56:29.808134Z","Z",90.42,56,"["" "",""F"",""I""]",52983525556541,"B"
"2021-03-17T17:56:29.808134Z","Z",90.43,69,"["" "",""F"",""I""]",52983525556539,"B"
"2021-03-17T17:56:29.808135Z","K",90.41,500,"["" "",""F""]",52983525630307,"B"
"2021-03-17T17:56:29.80870016Z","N",90.42,75,"["" "",""F"",""I""]",52983525427796,"B"
"2021-03-17T17:56:33.31Z","D",90.49,1,"["" "",""I""]",71688259785552,"B"
"2021-03-17T17:56:41.796051Z","Z",90.4,50,"["" "",""F"",""I""]",52983525556576,"B"
"2021-03-17T17:56:41.796191232Z","P",90.4,50,"["" "",""F"",""I""]",52983527458380,"B"
"2021-03-17T17:56:42.259Z","D",90.4809,20,"["" "",""I""]",71688259915333,"B"
"2021-03-17T17:56:46.252Z","D",90.49,25,"["" "",""I""]",79372357818700,"B"
"2021-03-17T17:56:54.774Z","D",90.45,50,"["" "",""I""]",71688260047960,"B"
"2021-03-17T17:56:56.047573281Z","T",90.42,100,"["" "",""F""]",62879736083027,"B"
"2021-03-17T17:56:57.638Z","D",90.4836,3,"["" "",""I""]",71688260109124,"B"
"2021-03-17T17:57:01.862Z","D",90.44,1,"["" "",""I""]",71688260170565,"B"
"2021-03-17T17:57:02.51714807Z","T",90.445,100,"["" ""]",62879736094558,"B"
"2021-03-17T17:57:14.181Z","D",90.445,1,"["" "",""I""]",71688260305461,"B"
"2021-03-17T17:57:14.255Z","D",90.4599,9,"["" "",""I""]",79372357883958,"B"
"2021-03-17T17:57:16.379Z","D",90.44,2,"["" "",""I""]",79372357884492,"B"
"2021-03-17T17:57:19.650647808Z","N",90.4,100,"["" "",""F""]",52983525428036,"B"
"2021-03-17T17:57:24.101Z","D",90.44,25,"["" "",""I""]",79372357941063,"B"
"2021-03-17T17:57:25.662Z","D",90.44,1,"["" "",""I""]",71688260432967,"B"
"2021-03-17T17:57:28.382Z","D",90.49,9,"["" "",""I""]",79372357944386,"B"
"2021-03-17T17:57:28.922Z","D",90.4,24,"["" "",""I""]",71688260442189,"B"
"2021-03-17T17:57:29.373Z","D",90.445,1,"["" "",""I""]",71688260497713,"B"
"2021-03-17T17:57:31.575821824Z","P",90.405,1,"["" "",""I""]",52983527458626,"B"
"2021-03-17T17:57:41.01197824Z","P",90.41,100,"["" "",""F""]",52983527458632,"B"
"2021-03-17T17:57:45.26Z","D",90.45,1,"["" "",""I""]",71688260639053,"B"
"2021-03-17T17:57:45.325Z","D",90.4899,1,"["" "",""I""]",79372357949517,"B"
"2021-03-17T17:57:49.256Z","D",90.49,2,"["" "",""I""]",71688260701778,"B"
"2021-03-17T17:57:53.305Z","D",90.482,300,"["" ""]",71688260764978,"B"
"2021-03-17T17:57:55.919Z","D",90.455,100,"["" ""]",71688260769111,"B"
"2021-03-17T17:57:58.82Z","D",90.455,100,"["" ""]",71688260831056,"B"
"2021-03-17T17:57:58.838Z","D",90.455,100,"["" ""]",71688260831057,"B"
"2021-03-17T17:58:05.11253Z","Y",90.42,39,"["" "",""F"",""I""]",52983525171796,"B"
"2021-03-17T17:58:16.765Z","D",90.4908,40,"["" "",""I""]",71688261087311,"B"
"2021-03-17T17:58:27.242Z","D",90.4868,1,"["" "",""I""]",71688261159733,"B"
"2021-03-17T17:58:28.107597056Z","P",90.46,400,"["" ""]",52983527459143,"B"
"2021-03-17T17:58:28.107657728Z","P",90.46,36,"["" "",""F"",""I""]",52983527459144,"B"
"2021-03-17T17:58:28.107664896Z","P",90.46,36,"["" "",""F"",""I""]",52983527459145,"B"
"2021-03-17T17:58:28.107722496Z","P",90.46,36,"["" "",""F"",""I""]",52983527459146,"B"
"2021-03-17T17:58:28.107809024Z","P",90.46,36,"["" "",""F"",""I""]",52983527459147,"B"
"2021-03-17T17:58:28.107857152Z","P",90.46,36,"["" "",""F"",""I""]",52983527459148,"B"
"2021-03-17T17:58:28.107908864Z","P",90.46,20,"["" "",""F"",""I""]",52983527459149,"B"
"2021-03-17T17:58:28.108047517Z","T",90.47,36,"["" "",""F"",""I""]",62879736620354,"B"
"2021-03-17T17:58:28.108092096Z","T",90.47,36,"["" "",""F"",""I""]",62879736620355,"B"
"2021-03-17T17:58:28.108128632Z","T",90.47,36,"["" "",""F"",""I""]",62879736620356,"B"
"2021-03-17T17:58:28.108171439Z","T",90.47,36,"["" "",""F"",""I""]",62879736620357,"B"
"2021-03-17T17:58:28.108946884Z","T",90.47,36,"["" "",""F"",""I""]",62879736620358,"B"
"2021-03-17T17:58:36.565554815Z","T",90.44,100,"["" "",""F""]",62879736680558,"B"
"2021-03-17T17:58:36.565598363Z","T",90.43,100,"["" "",""F""]",62879736680559,"B"
"2021-03-17T17:58:36.565598363Z","T",90.43,345,"["" "",""F""]",62879736680752,"B"
"2021-03-17T17:58:36.565732Z","Z",90.44,44,"["" "",""F"",""I""]",52983525557342,"B"
"2021-03-17T17:58:36.565751Z","K",90.44,100,"["" "",""F""]",52983525631095,"B"
"2021-03-17T17:58:36.565783Z","Z",90.44,5,"["" "",""F"",""I""]",52983525557343,"B"
"2021-03-17T17:58:36.565788416Z","P",90.44,52,"["" "",""F"",""I""]",52983527459153,"B"
"2021-03-17T17:58:36.56578944Z","P",90.44,48,"["" "",""F"",""I""]",52983527459154,"B"
"2021-03-17T17:58:36.565791Z","Z",90.44,5,"["" "",""F"",""I""]",52983525557345,"B"
"2021-03-17T17:58:36.565791Z","Z",90.44,51,"["" "",""F"",""I""]",52983525557344,"B"
"2021-03-17T17:58:36.565813Z","Z",90.44,100,"["" "",""F""]",52983525557346,"B"
"2021-03-17T17:58:36.566093Z","Z",90.43,71,"["" "",""F"",""I""]",52983525557347,"B"
"2021-03-17T17:58:36.566783744Z","P",90.43,92,"["" "",""I""]",52983527459155,"B"
"2021-03-17T17:58:36.566932992Z","P",90.43,152,"["" ""]",52983527459156,"B"
"2021-03-17T17:58:36.56699904Z","P",90.43,100,"["" ""]",52983527459157,"B"
"2021-03-17T17:58:36.567168733Z","T",90.43,155,"["" "",""F""]",62879736680758,"B"
"2021-03-17T17:58:36.567287Z","Z",90.43,100,"["" "",""F""]",52983525557349,"B"
"2021-03-17T17:58:36.567287Z","Z",90.43,29,"["" "",""F"",""I""]",52983525557348,"B"
"2021-03-17T17:58:36.567344Z","Z",90.43,200,"["" ""]",52983525557350,"B"
"2021-03-17T17:58:36.567345Z","K",90.43,100,"["" ""]",52983525631096,"B"
"2021-03-17T17:58:36.567345Z","K",90.43,100,"["" ""]",52983525631097,"B"
"2021-03-17T17:58:36.567412Z","K",90.43,200,"["" ""]",52983525631098,"B"
"2021-03-17T17:58:36.567414Z","Z",90.43,200,"["" ""]",52983525557351,"B"
"2021-03-17T17:58:36.567439Z","K",90.43,200,"["" ""]",52983525631280,"B"
"2021-03-17T17:58:36.567548672Z","P",90.43,44,"["" "",""I""]",52983527459376,"B"
"2021-03-17T17:58:36.567548672Z","P",90.43,156,"["" ""]",52983527459158,"B"
"2021-03-17T17:58:36.567685888Z","P",90.43,36,"["" "",""F"",""I""]",52983527459377,"B"
"2021-03-17T17:58:39.885883Z","K",90.44,100,"["" "",""F""]",52983525631287,"B"
"2021-03-17T17:58:39.88612214Z","T",90.43,2,"["" "",""I""]",62879736684866,"B"
"2021-03-17T17:58:39.886415Z","K",90.44,2,"["" "",""I""]",52983525631288,"B"
"2021-03-17T17:58:41.661Z","D",90.476,4,"["" "",""I""]",71688261350195,"B"
"2021-03-17T17:58:43.807Z","D",90.441,96,"["" "",""I""]",71688261355572,"B"
"2021-03-17T17:58:48.634273192Z","T",90.45,100,"["" ""]",62879736747621,"B"
"2021-03-17T17:58:56.905Z","D",90.4248,5,"["" "",""I""]",71688392888643,"B"
"2021-03-17T17:59:02.306688928Z","T",90.42,30,"["" "",""I""]",62879736870734,"B"
"2021-03-17T17:59:02.306714761Z","T",90.42,30,"["" "",""I""]",62879736870737,"B"
"2021-03-17T17:59:02.306932461Z","T",90.42,100,"["" "",""F""]",62879736870753,"B"
"2021-03-17T17:59:02.447889Z","Z",90.42,44,"["" "",""F"",""I""]",52983525557568,"B"
"2021-03-17T17:59:06.306Z","D",90.42,100,"["" ""]",71688393019716,"B"
"2021-03-17T17:59:06.306Z","D",90.42,5,"["" "",""I""]",71688393019717,"B"
"2021-03-17T17:59:06.306Z","D",90.42,17,"["" "",""I""]",71688393019714,"B"
"2021-03-17T17:59:06.306202Z","K",90.43,10,"["" "",""F"",""I""]",52983525631351,"B"
"2021-03-17T17:59:06.306723925Z","T",90.41,100,"["" "",""F""]",62879736879698,"B"
"2021-03-17T17:59:06.306723925Z","T",90.41,100,"["" "",""F""]",62879736879699,"B"
"2021-03-17T17:59:06.306893Z","Z",90.41,100,"["" "",""F""]",52983525557574,"B"
"2021-03-17T17:59:06.306893Z","Z",90.41,100,"["" "",""F""]",52983525557573,"B"
"2021-03-17T17:59:06.306971136Z","N",90.41,75,"["" "",""I""]",52983525428785,"B"
"2021-03-17T17:59:06.306971904Z","N",90.41,25,"["" "",""I""]",52983525428786,"B"
"2021-03-17T17:59:06.307Z","D",90.42,79,"["" "",""I""]",71688393019718,"B"
"2021-03-17T17:59:06.307Z","D",90.42,5,"["" "",""I""]",71688393019719,"B"
"2021-03-17T17:59:06.307004928Z","P",90.41,100,"["" "",""F""]",52983527459907,"B"
"2021-03-17T17:59:06.307214Z","K",90.41,44,"["" "",""F"",""I""]",52983525631352,"B"
"2021-03-17T17:59:06.307287Z","K",90.41,56,"["" "",""F"",""I""]",52983525631353,"B"
"2021-03-17T17:59:06.307287Z","K",90.41,100,"["" "",""F""]",52983525631354,"B"
"2021-03-17T17:59:06.307338198Z","X",90.41,16,"["" "",""F"",""I""]",62879148824383,"B"
"2021-03-17T17:59:06.307350614Z","X",90.41,213,"["" "",""F""]",62879148824384,"B"
"2021-03-17T17:59:06.307506432Z","N",90.41,31,"["" "",""I""]",52983525428787,"B"
"2021-03-17T17:59:06.307512576Z","N",90.41,48,"["" "",""I""]",52983525428788,"B"
"2021-03-17T17:59:06.3081059Z","T",90.41,100,"["" ""]",62879736879931,"B"
"2021-03-17T17:59:06.3081059Z","T",90.41,17,"["" "",""I""]",62879736879930,"B"
"2021-03-17T17:59:06.308107017Z","X",90.41,371,"["" ""]",62879148824386,"B"
"2021-03-17T17:59:06.308204544Z","P",90.41,100,"["" ""]",52983527459908,"B"
"2021-03-17T17:59:06.308219136Z","N",90.41,21,"["" "",""I""]",52983525428789,"B"
"2021-03-17T17:59:06.308237Z","K",90.41,100,"["" ""]",52983525631536,"B"
"2021-03-17T17:59:06.308278Z","Z",90.41,7,"["" "",""F"",""I""]",52983525557575,"B"
"2021-03-17T17:59:06.308294Z","Z",90.41,79,"["" "",""I""]",52983525557578,"B"
"2021-03-17T17:59:06.308294Z","Z",90.41,5,"["" "",""I""]",52983525557577,"B"
"2021-03-17T17:59:06.308294Z","Z",90.41,5,"["" "",""I""]",52983525557579,"B"
"2021-03-17T17:59:06.308294Z","Z",90.41,93,"["" "",""I""]",52983525557576,"B"
"2021-03-17T17:59:06.308644Z","Z",90.4,49,"["" "",""I""]",52983525557580,"B"
"2021-03-17T17:59:06.308683Z","Z",90.4,8,"["" "",""F"",""I""]",52983525557581,"B"
"2021-03-17T17:59:06.30877696Z","P",90.38,50,"["" "",""I""]",52983527459909,"B"
"2021-03-17T17:59:06.308801Z","Z",90.38,100,"["" ""]",52983525557582,"B"
"2021-03-17T17:59:06.309035621Z","T",90.39,1,"["" "",""I""]",62879736880178,"B"
"2021-03-17T17:59:07.219Z","D",90.37,100,"["" ""]",71688393021267,"B"
"2021-03-17T17:59:07.225Z","D",90.37,93,"["" "",""I""]",71688393021271,"B"
"2021-03-17T17:59:07.288Z","D",90.37,1,"["" "",""I""]",71688393077328,"B"
"2021-03-17T17:59:07.387Z","D",90.371,1,"["" "",""I""]",71688393021525,"B"
"2021-03-17T17:59:09.162Z","D",90.44,35,"["" "",""I""]",71688393081930,"B"
"2021-03-17T17:59:12.394Z","D",90.405,2,"["" "",""I""]",71688393087316,"B"
"2021-03-17T17:59:12.99Z","D",90.39,4,"["" "",""I""]",71688393142837,"B"
"2021-03-17T17:59:13.065Z","D",90.4399,6,"["" "",""I""]",79372358202423,"B"
"2021-03-17T17:59:17.644Z","D",90.405,10,"["" "",""I""]",79372358203734,"B"
"2021-03-17T17:59:18.145491Z","Z",90.4,7,"["" "",""F"",""I""]",52983525557609,"B"
"2021-03-17T17:59:18.145652674Z","T",90.39,10,"["" "",""F"",""I""]",62879737000271,"B"
"2021-03-17T17:59:18.145681Z","Z",90.4,7,"["" "",""F"",""I""]",52983525557611,"B"
"2021-03-17T17:59:18.145947Z","Z",90.4,35,"["" "",""F"",""I""]",52983525557612,"B"
"2021-03-17T17:59:18.146194133Z","T",90.38,10,"["" "",""I""]",62879737000279,"B"
"2021-03-17T17:59:18.146325685Z","T",90.38,10,"["" "",""F"",""I""]",62879737000284,"B"
"2021-03-17T17:59:18.146479028Z","T",90.39,10,"["" "",""F"",""I""]",62879737000287,"B"
"2021-03-17T17:59:21.608272524Z","T",90.39,30,"["" "",""F"",""I""]",62879737009997,"B"
"2021-03-17T17:59:21.608276143Z","T",90.39,58,"["" "",""F"",""I""]",62879737009998,"B"
"2021-03-17T17:59:21.608276143Z","T",90.4,42,"["" "",""F"",""I""]",62879737009999,"B"
"2021-03-17T17:59:21.608305345Z","T",90.4,19,"["" "",""F"",""I""]",62879737010000,"B"
"2021-03-17T17:59:25.568379904Z","P",90.44,5,"["" "",""F"",""I""]",52983527460165,"B"
"2021-03-17T17:59:25.568566229Z","T",90.4,5,"["" "",""F"",""I""]",62879737066832,"B"
"2021-03-17T17:59:25.568623033Z","T",90.4,34,"["" "",""F"",""I""]",62879737066833,"B"
"2021-03-17T17:59:25.568799232Z","P",90.35,2,"["" "",""F"",""I""]",52983527460166,"B"
"2021-03-17T17:59:25.568966Z","K",90.35,1,"["" "",""F"",""I""]",52983525631578,"B"
"2021-03-17T17:59:25.568996551Z","T",90.37,2,"["" "",""F"",""I""]",62879737066834,"B"
"2021-03-17T17:59:25.569Z","D",90.36,1,"["" "",""I""]",71688393283149,"B"
"2021-03-17T17:59:34.63Z","D",90.38,2,"["" "",""I""]",71688393411637,"B"
"2021-03-17T17:59:37.158Z","D",90.31,1,"["" "",""I""]",71688393930330,"B"
"2021-03-17T17:59:37.999Z","D",90.4499,70,"["" "",""I""]",71688393933144,"B"
"2021-03-17T17:59:41.876328821Z","T",90.35,1,"["" "",""F"",""I""]",62879737198405,"B"
"2021-03-17T17:59:41.876328821Z","T",90.35,1,"["" "",""F"",""I""]",62879737198406,"B"
"2021-03-17T17:59:41.877Z","D",90.35,24,"["" "",""I""]",71688393938998,"B"
"2021-03-17T17:59:45.26Z","D",90.365,1,"["" "",""I""]",71688394001458,"B"
"2021-03-17T17:59:45.842645832Z","T",90.38,2,"["" "",""I""]",62879737207628,"B"
"2021-03-17T17:59:47.629048Z","K",90.34,10,"["" "",""I""]",52983525631810,"B"
"2021-03-17T17:59:49.188Z","D",90.355,20,"["" "",""I""]",71688394064215,"B"
